CENSUS_YEAR,GEO_CODE (POR),GEO_LEVEL,GEO_NAME,GNR,DATA_QUALITY_FLAG,ALT_GEO_CODE,DIM: Household type including census family structure (11),a,Notes: Household type including census family structure (11),Dim: Household income statistics (3): Member ID: [1]: Total - Household income statistics (Note: 3),Dim: Household income statistics (3): Member ID: [2]: Median total income of households ($),Dim: Household income statistics (3): Member ID: [3]: Median after-tax income of households ($)
2016,9330188.08,2,188.08,2.3,0,933018808,With a male lone parent,8,,25,74496,60800
2016,9330188.08,2,188.08,2.3,0,933018808,With a female lone parent,9,,80,53120,47744
2016,9330188.08,2,188.08,2.3,0,933018808,Other census family households,10,2,160,123392,112128
2016,9330188.08,2,188.08,2.3,0,933018808,Non-census-family households,11,,105,49600,42880
2016,9330189.03,2,189.03,4.6,0,933018903,Total - Household type including census family structure,1,1,1100,86682,75622
2016,9330189.03,2,189.03,4.6,0,933018903,Census family households,2,,885,97894,84608
2016,9330189.03,2,189.03,4.6,0,933018903,One-census-family households without additional persons,3,,695,91246,78899
2016,9330189.03,2,189.03,4.6,0,933018903,One couple census family without other persons in the household,4,,600,96384,82752
2016,9330189.03,2,189.03,4.6,0,933018903,Without children,5,,215,80128,68864
2016,9330189.03,2,189.03,4.6,0,933018903,With children,6,,385,104294,88875
2016,9330189.03,2,189.03,4.6,0,933018903,One lone-parent census family without other persons in the household,7,,95,54528,48768
2016,9330189.03,2,189.03,4.6,0,933018903,With a male lone parent,8,,20,94720,77824
2016,9330189.03,2,189.03,4.6,0,933018903,With a female lone parent,9,,75,50944,47232
2016,9330189.03,2,189.03,4.6,0,933018903,Other census family households,10,2,180,126592,111744
2016,9330189.03,2,189.03,4.6,0,933018903,Non-census-family households,11,,215,44757,39296
2016,9330189.05,2,189.05,3.2,0,933018905,Total - Household type including census family structure,1,1,3535,53632,47962
2016,9330189.05,2,189.05,3.2,0,933018905,Census family households,2,,2205,67507,60656
2016,9330189.05,2,189.05,3.2,0,933018905,One-census-family households without additional persons,3,,1945,63974,57614
2016,9330189.05,2,189.05,3.2,0,933018905,One couple census family without other persons in the household,4,,1605,69518,61824
2016,9330189.05,2,189.05,3.2,0,933018905,Without children,5,,805,61376,54848
2016,9330189.05,2,189.05,3.2,0,933018905,With children,6,,795,77952,68949
2016,9330189.05,2,189.05,3.2,0,933018905,One lone-parent census family without other persons in the household,7,,345,49056,44160
2016,9330189.05,2,189.05,3.2,0,933018905,With a male lone parent,8,,55,64000,55296
2016,9330189.05,2,189.05,3.2,0,933018905,With a female lone parent,9,,285,46144,42795
2016,9330189.05,2,189.05,3.2,0,933018905,Other census family households,10,2,255,92160,84480
2016,9330189.05,2,189.05,3.2,0,933018905,Non-census-family households,11,,1330,35072,31552
2016,9330189.06,2,189.06,4.4,100,933018906,Total - Household type including census family structure,1,1,1015,72141,63776
2016,9330189.06,2,189.06,4.4,100,933018906,Census family households,2,,800,82330,72448
2016,9330189.06,2,189.06,4.4,100,933018906,One-census-family households without additional persons,3,,625,75418,66432
2016,9330189.06,2,189.06,4.4,100,933018906,One couple census family without other persons in the household,4,,515,80128,70485
2016,9330189.06,2,189.06,4.4,100,933018906,Without children,5,,175,68096,61696
2016,9330189.06,2,189.06,4.4,100,933018906,With children,6,,345,85675,75093
2016,9330189.06,2,189.06,4.4,100,933018906,One lone-parent census family without other persons in the household,7,,105,48768,45184
2016,9330189.06,2,189.06,4.4,100,933018906,With a male lone parent,8,,25,76288,65536
2016,9330189.06,2,189.06,4.4,100,933018906,With a female lone parent,9,,85,42880,40064
2016,9330189.06,2,189.06,4.4,100,933018906,Other census family households,10,2,180,106624,95616
2016,9330189.06,2,189.06,4.4,100,933018906,Non-census-family households,11,,215,37845,33920
2016,9330189.07,2,189.07,4,100,933018907,Total - Household type including census family structure,1,1,1270,64832,57472
2016,9330189.07,2,189.07,4,100,933018907,Census family households,2,,900,78738,69845
2016,9330189.07,2,189.07,4,100,933018907,One-census-family households without additional persons,3,,780,74944,66202
2016,9330189.07,2,189.07,4,100,933018907,One couple census family without other persons in the household,4,,635,81152,71095
2016,9330189.07,2,189.07,4,100,933018907,Without children,5,,240,64960,58496
2016,9330189.07,2,189.07,4,100,933018907,With children,6,,390,88000,78272
2016,9330189.07,2,189.07,4,100,933018907,One lone-parent census family without other persons in the household,7,,145,49792,45440
2016,9330189.07,2,189.07,4,100,933018907,With a male lone parent,8,,25,62208,52864
2016,9330189.07,2,189.07,4,100,933018907,With a female lone parent,9,,120,48000,45120
2016,9330189.07,2,189.07,4,100,933018907,Other census family households,10,2,120,105216,94464
2016,9330189.07,2,189.07,4,100,933018907,Non-census-family households,11,,365,43989,38208
2016,9330189.08,2,189.08,6.5,100,933018908,Total - Household type including census family structure,1,1,2830,44709,41011
2016,9330189.08,2,189.08,6.5,100,933018908,Census family households,2,,1825,51612,47927
2016,9330189.08,2,189.08,6.5,100,933018908,One-census-family households without additional persons,3,,1650,50105,46157
2016,9330189.08,2,189.08,6.5,100,933018908,One couple census family without other persons in the household,4,,1215,56755,52032
2016,9330189.08,2,189.08,6.5,100,933018908,Without children,5,,440,50880,45952
2016,9330189.08,2,189.08,6.5,100,933018908,With children,6,,770,59776,54848
2016,9330189.08,2,189.08,6.5,100,933018908,One lone-parent census family without other persons in the household,7,,440,39168,36544
2016,9330189.08,2,189.08,6.5,100,933018908,With a male lone parent,8,,65,42112,39168
2016,9330189.08,2,189.08,6.5,100,933018908,With a female lone parent,9,,375,38912,36352
2016,9330189.08,2,189.08,6.5,100,933018908,Other census family households,10,2,170,72960,66560
2016,9330189.08,2,189.08,6.5,100,933018908,Non-census-family households,11,,1005,33971,30768
2016,9330189.09,2,189.09,3.4,0,933018909,Total - Household type including census family structure,1,1,1390,83968,73874
2016,9330189.09,2,189.09,3.4,0,933018909,Census family households,2,,1165,95232,83008
2016,9330189.09,2,189.09,3.4,0,933018909,One-census-family households without additional persons,3,,910,88320,77056
2016,9330189.09,2,189.09,3.4,0,933018909,One couple census family without other persons in the household,4,,805,93824,81707
2016,9330189.09,2,189.09,3.4,0,933018909,Without children,5,,265,71680,64512
2016,9330189.09,2,189.09,3.4,0,933018909,With children,6,,540,106304,92096
2016,9330189.09,2,189.09,3.4,0,933018909,One lone-parent census family without other persons in the household,7,,105,50048,45440
2016,9330189.09,2,189.09,3.4,0,933018909,With a male lone parent,8,,25,64384,57728
2016,9330189.09,2,189.09,3.4,0,933018909,With a female lone parent,9,,80,48981,44885
2016,9330189.09,2,189.09,3.4,0,933018909,Other census family households,10,2,250,121344,108288
2016,9330189.09,2,189.09,3.4,0,933018909,Non-census-family households,11,,225,34048,29952
2016,9330189.1,2,189.1,2.9,0,933018910,Total - Household type including census family structure,1,1,2280,72558,63520
2016,9330189.1,2,189.1,2.9,0,933018910,Census family households,2,,1850,79872,70290
2016,9330189.1,2,189.1,2.9,0,933018910,One-census-family households without additional persons,3,,1595,75051,66176
2016,9330189.1,2,189.1,2.9,0,933018910,One couple census family without other persons in the household,4,,1250,83584,73545
2016,9330189.1,2,189.1,2.9,0,933018910,Without children,5,,380,70144,61824
2016,9330189.1,2,189.1,2.9,0,933018910,With children,6,,870,87552,76800
2016,9330189.1,2,189.1,2.9,0,933018910,One lone-parent census family without other persons in the household,7,,340,48000,44160
2016,9330189.1,2,189.1,2.9,0,933018910,With a male lone parent,8,,55,77696,65152
2016,9330189.1,2,189.1,2.9,0,933018910,With a female lone parent,9,,285,42752,41600
2016,9330189.1,2,189.1,2.9,0,933018910,Other census family households,10,2,255,110720,99200
2016,9330189.1,2,189.1,2.9,0,933018910,Non-census-family households,11,,430,46336,39680
2016,9330190.01,2,190.01,9.3,100,933019001,Total - Household type including census family structure,1,1,3865,54408,48384
2016,9330190.01,2,190.01,9.3,100,933019001,Census family households,2,,2155,67541,59855
2016,9330190.01,2,190.01,9.3,100,933019001,One-census-family households without additional persons,3,,1915,65323,58144
2016,9330190.01,2,190.01,9.3,100,933019001,One couple census family without other persons in the household,4,,1515,70912,63181
2016,9330190.01,2,190.01,9.3,100,933019001,Without children,5,,815,69222,61082
2016,9330190.01,2,190.01,9.3,100,933019001,With children,6,,700,73216,64987
2016,9330190.01,2,190.01,9.3,100,933019001,One lone-parent census family without other persons in the household,7,,400,41792,40000
2016,9330190.01,2,190.01,9.3,100,933019001,With a male lone parent,8,,65,57728,52608
2016,9330190.01,2,190.01,9.3,100,933019001,With a female lone parent,9,,340,41131,38976
2016,9330190.01,2,190.01,9.3,100,933019001,Other census family households,10,2,240,91648,83712
2016,9330190.01,2,190.01,9.3,100,933019001,Non-census-family households,11,,1710,41799,36552
2016,9330190.03,2,190.03,7.5,100,933019003,Total - Household type including census family structure,1,1,2475,58688,52045
2016,9330190.03,2,190.03,7.5,100,933019003,Census family households,2,,1600,72218,64661
2016,9330190.03,2,190.03,7.5,100,933019003,One-census-family households without additional persons,3,,1310,66731,59051
2016,9330190.03,2,190.03,7.5,100,933019003,One couple census family without other persons in the household,4,,1035,73088,65195
2016,9330190.03,2,190.03,7.5,100,933019003,Without children,5,,415,67840,60160
2016,9330190.03,2,190.03,7.5,100,933019003,With children,6,,620,77568,68949
2016,9330190.03,2,190.03,7.5,100,933019003,One lone-parent census family without other persons in the household,7,,275,44672,42496
2016,9330190.03,2,190.03,7.5,100,933019003,With a male lone parent,8,,45,57088,53632
2016,9330190.03,2,190.03,7.5,100,933019003,With a female lone parent,9,,230,41984,39680
2016,9330190.03,2,190.03,7.5,100,933019003,Other census family households,10,2,295,99925,89216
2016,9330190.03,2,190.03,7.5,100,933019003,Non-census-family households,11,,875,39782,35136
2016,9330190.04,2,190.04,5.4,100,933019004,Total - Household type including census family structure,1,1,2225,78592,68907
2016,9330190.04,2,190.04,5.4,100,933019004,Census family households,2,,1700,92843,81152
2016,9330190.04,2,190.04,5.4,100,933019004,One-census-family households without additional persons,3,,1275,86101,75328
2016,9330190.04,2,190.04,5.4,100,933019004,One couple census family without other persons in the household,4,,1090,91733,80043
2016,9330190.04,2,190.04,5.4,100,933019004,Without children,5,,405,77414,66304
2016,9330190.04,2,190.04,5.4,100,933019004,With children,6,,685,102400,87893
2016,9330190.04,2,190.04,5.4,100,933019004,One lone-parent census family without other persons in the household,7,,190,50816,46208
2016,9330190.04,2,190.04,5.4,100,933019004,With a male lone parent,8,,45,50560,45696
2016,9330190.04,2,190.04,5.4,100,933019004,With a female lone parent,9,,145,51584,46336
2016,9330190.04,2,190.04,5.4,100,933019004,Other census family households,10,2,420,123968,108757
2016,9330190.04,2,190.04,5.4,100,933019004,Non-census-family households,11,,525,38784,34176
2016,9330190.05,2,190.05,9.6,200,933019005,Total - Household type including census family structure,1,1,640,58368,51200
2016,9330190.05,2,190.05,9.6,200,933019005,Census family households,2,,415,74086,65408
2016,9330190.05,2,190.05,9.6,200,933019005,One-census-family households without additional persons,3,,305,69888,62251
2016,9330190.05,2,190.05,9.6,200,933019005,One couple census family without other persons in the household,4,,240,72512,63872
2016,9330190.05,2,190.05,9.6,200,933019005,Without children,5,,100,57600,50560
2016,9330190.05,2,190.05,9.6,200,933019005,With children,6,,145,76544,68864
2016,9330190.05,2,190.05,9.6,200,933019005,One lone-parent census family without other persons in the household,7,,65,43435,41216
2016,9330190.05,2,190.05,9.6,200,933019005,With a male lone parent,8,,10,0,0
2016,9330190.05,2,190.05,9.6,200,933019005,With a female lone parent,9,,50,40576,37504
2016,9330190.05,2,190.05,9.6,200,933019005,Other census family households,10,2,110,97536,87808
2016,9330190.05,2,190.05,9.6,200,933019005,Non-census-family households,11,,230,39552,35098
2016,9330191.03,2,191.03,4,100,933019103,Total - Household type including census family structure,1,1,1615,71680,63590
2016,9330191.03,2,191.03,4,100,933019103,Census family households,2,,1250,84693,75374
2016,9330191.03,2,191.03,4,100,933019103,One-census-family households without additional persons,3,,870,74624,64960
2016,9330191.03,2,191.03,4,100,933019103,One couple census family without other persons in the household,4,,730,78848,69504
2016,9330191.03,2,191.03,4,100,933019103,Without children,5,,245,65792,59584
2016,9330191.03,2,191.03,4,100,933019103,With children,6,,485,85862,76000
2016,9330191.03,2,191.03,4,100,933019103,One lone-parent census family without other persons in the household,7,,145,49280,43712
2016,9330191.03,2,191.03,4,100,933019103,With a male lone parent,8,,30,65792,57728
2016,9330191.03,2,191.03,4,100,933019103,With a female lone parent,9,,110,40192,37504
2016,9330191.03,2,191.03,4,100,933019103,Other census family households,10,2,380,108032,98816
2016,9330191.03,2,191.03,4,100,933019103,Non-census-family households,11,,370,37056,33323
2016,9330191.04,2,191.04,5.4,100,933019104,Total - Household type including census family structure,1,1,3245,48540,43072
2016,9330191.04,2,191.04,5.4,100,933019104,Census family households,2,,1540,71040,62736
2016,9330191.04,2,191.04,5.4,100,933019104,One-census-family households without additional persons,3,,1285,65207,58336
2016,9330191.04,2,191.04,5.4,100,933019104,One couple census family without other persons in the household,4,,1070,70464,62016
2016,9330191.04,2,191.04,5.4,100,933019104,Without children,5,,550,63168,56256
2016,9330191.04,2,191.04,5.4,100,933019104,With children,6,,520,76800,67277
2016,9330191.04,2,191.04,5.4,100,933019104,One lone-parent census family without other persons in the household,7,,220,42112,39040
2016,9330191.04,2,191.04,5.4,100,933019104,With a male lone parent,8,,25,51840,48000
2016,9330191.04,2,191.04,5.4,100,933019104,With a female lone parent,9,,190,41344,38272
2016,9330191.04,2,191.04,5.4,100,933019104,Other census family households,10,2,250,102144,90752
2016,9330191.04,2,191.04,5.4,100,933019104,Non-census-family households,11,,1710,28365,26394
2016,9330191.05,2,191.05,4.5,100,933019105,Total - Household type including census family structure,1,1,1245,71387,63232
2016,9330191.05,2,191.05,4.5,100,933019105,Census family households,2,,930,83405,74283
